CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Valentina Silva,Mantequilla 200g,3.47,14,Medellín,María V.,2025-04-11,Cerrado,48.58,2.43,Congelados
Ricardo Castro,Café 250g,5.84,9,Ibagué,Santiago Q.,2024-11-05,Cerrado,52.56,2.63,Bebidas no alcohólicas
Gabriel Navarro,Huevos 12u,2.37,2,Neiva,Juan L.,2025-09-21,Cancelado,4.74,0.24,Congelados
María Rodríguez,Harina 1kg,3.58,4,Cali,Carlos T.,2025-08-02,Pendiente,14.32,0.72,Alimentos
Valentina Silva,Jabón 500g,2.5,3,Pereira,Diego S.,2025-02-28,Cerrado,7.5,0.38,Bebidas no alcohólicas
Felipe Rojas,Café 250g,6.56,4,Santa Marta,Carlos T.,2024-10-04,Cerrado,26.24,1.31,Abarrotes
Óscar Herrera,Leche 1L,3.08,1,Bogotá,Natalia M.,2025-05-03,Cerrado,3.08,0.15,Congelados
Laura Mendoza,Galletas 200g,2.23,3,Pereira,Luis P.,2025-08-21,Cerrado,6.69,0.33,Congelados
Patricia Morales,Jabón 500g,2.41,2,Manizales,Luis P.,2025-01-27,Cerrado,4.82,0.24,Bebidas
Óscar Herrera,Azúcar 1kg,3.39,9,Cúcuta,Carlos T.,2024-10-19,Cerrado,30.51,1.53,Bebidas
Óscar Herrera,Café 250g,4.65,4,Montería,Diego S.,2025-08-27,Cerrado,18.6,0.93,Snacks
Juan Gómez,Aceite 1L,9.26,1,Santa Marta,María V.,2025-06-02,Cerrado,9.26,0.46,Limpieza
Ricardo Castro,Leche 1L,2.25,12,Ibagué,Carlos T.,2025-03-17,Cerrado,27.0,1.35,Snacks
Héctor Suarez,Arroz 1kg,4.74,8,Neiva,Andrea C.,2025-07-31,Cerrado,37.92,1.9,Bebidas no alcohólicas
Marta Aguilar,Leche 1L,2.91,2,Villavicencio,Natalia M.,2024-12-02,Cerrado,5.82,0.29,Limpieza
Héctor Suarez,Harina 1kg,2.85,1,Montería,Santiago Q.,2024-10-29,Cerrado,2.85,0.14,Bebidas
Cecilia Torres,Jabón 500g,2.54,6,Medellín,Santiago Q.,2025-06-05,Cerrado,15.24,0.76,Alimentos
Óscar Herrera,Queso 250g,4.7,5,Cartagena,Juan L.,2024-10-08,Cerrado,23.5,1.18,Panadería
Óscar Herrera,Yogur 120g,0.8,2,Cúcuta,Diego S.,2025-07-31,Cerrado,1.6,0.08,Abarrotes
Isabella Ortiz,Harina 1kg,3.05,2,Ibagué,Juan L.,2025-07-06,Cerrado,6.1,0.3,Snacks
Cecilia Torres,Pan 500g,1.19,11,Santa Marta,Daniela F.,2025-07-08,Pendiente,13.09,0.65,Congelados
Valentina Silva,Azúcar 1kg,2.84,8,Medellín,Natalia M.,2025-05-06,Pendiente,22.72,1.14,Carnes
Luisa Fernández,Yogur 120g,0.84,5,Cúcuta,Luis P.,2025-03-19,Cerrado,4.2,0.21,Lácteos
Carlos Pérez,Galletas 200g,1.73,4,Cali,Luis P.,2025-07-02,Cerrado,6.92,0.35,Abarrotes
Cecilia Torres,Café 250g,5.22,42,Ibagué,Juan L.,2025-04-17,Cerrado,219.24,10.96,Snacks
María Rodríguez,Mantequilla 200g,4.11,3,Santa Marta,Natalia M.,2025-01-07,Cerrado,12.33,0.62,Lácteos
Héctor Suarez,Pan 500g,1.39,3,Medellín,Juan L.,2024-12-05,Cerrado,4.17,0.21,Alimentos
Ana García,Queso 250g,3.64,5,Cúcuta,Andrea C.,2025-04-22,Cerrado,18.2,0.91,Bebidas no alcohólicas
Isabella Ortiz,Pan 500g,0.98,5,Cartagena,Daniela F.,2025-02-08,Cancelado,4.9,0.25,Panadería
Ana García,Yogur 120g,0.85,2,Pereira,Andrea C.,2025-05-05,Cerrado,1.7,0.08,Abarrotes
Luisa Fernández,Galletas 200g,1.91,2,Barranquilla,Luis P.,2025-04-21,Cerrado,3.82,0.19,Lácteos
Felipe Rojas,Leche 1L,2.25,2,Pereira,Luis P.,2025-05-04,Cerrado,4.5,0.22,Lácteos
Ana García,Aceite 1L,7.99,4,Medellín,María V.,2024-12-24,Cerrado,31.96,1.6,Congelados
Héctor Suarez,Salsa de tomate 400g,1.81,1,Ibagué,Diego S.,2025-07-03,Pendiente,1.81,0.09,Lácteos
Ricardo Castro,Pan 500g,1.16,26,Montería,Andrea C.,2025-08-27,Pendiente,30.16,1.51,Bebidas
Andrés Díaz,Atún 170g,2.47,4,Santa Marta,Santiago Q.,2024-12-06,Pendiente,9.88,0.49,Carnes
Luisa Fernández,Atún 170g,1.96,4,Cali,Diego S.,2024-09-29,Cerrado,7.84,0.39,Bebidas no alcohólicas
Sofía López,Atún 170g,2.05,3,Barranquilla,Juan L.,2025-02-07,Cerrado,6.15,0.31,Limpieza
Cecilia Torres,Cereal 300g,4.14,2,Sincelejo,Luis P.,2025-04-09,Pendiente,8.28,0.41,Snacks
Jorge Martínez,Harina 1kg,3.69,4,Bucaramanga,Camila R.,2024-10-21,Cerrado,14.76,0.74,Bebidas no alcohólicas
Juan Gómez,Azúcar 1kg,2.82,1,Barranquilla,Santiago Q.,2025-04-01,Cerrado,2.82,0.14,Congelados
María Rodríguez,Leche 1L,2.95,10,Bogotá,Santiago Q.,2024-12-20,Cancelado,29.5,1.48,Bebidas no alcohólicas
Laura Mendoza,Pasta 500g,1.77,2,Sincelejo,Camila R.,2025-07-30,Cerrado,3.54,0.18,Bebidas
Cecilia Torres,Aceite 1L,8.39,5,Neiva,María V.,2025-06-25,Cerrado,41.95,2.1,Snacks
Jorge Martínez,Aceite 1L,6.65,3,Sincelejo,Andrea C.,2025-08-09,Cancelado,19.95,1.0,Congelados
Marta Aguilar,Yogur 120g,0.7,16,Bogotá,María V.,2025-04-19,Cerrado,11.2,0.56,Bebidas
Marta Aguilar,Arroz 1kg,3.21,1,Sincelejo,Natalia M.,2025-08-30,Cerrado,3.21,0.16,Panadería
Óscar Herrera,Pollo 1kg,6.97,3,Cúcuta,Luis P.,2025-01-27,Cerrado,20.91,1.05,Abarrotes
María Rodríguez,Huevos 12u,2.5,7,Santa Marta,Santiago Q.,2025-09-21,Cerrado,17.5,0.88,Congelados
Isabella Ortiz,Azúcar 1kg,3.07,6,Sincelejo,Carlos T.,2025-08-09,Cerrado,18.42,0.92,Snacks
Laura Mendoza,Leche 1L,2.33,5,Cartagena,Natalia M.,2024-12-22,Cerrado,11.65,0.58,Congelados
Carlos Pérez,Jabón 500g,2.83,13,Manizales,Juan L.,2025-07-29,Pendiente,36.79,1.84,Lácteos
Isabella Ortiz,Jabón 500g,2.43,4,Bogotá,Daniela F.,2024-11-29,Pendiente,9.72,0.49,Carnes
Diego Ramírez,Pan 500g,1.09,2,Medellín,Santiago Q.,2024-10-28,Cerrado,2.18,0.11,Abarrotes
Isabella Ortiz,Pollo 1kg,8.11,2,Santa Marta,Andrea C.,2024-12-08,Cerrado,16.22,0.81,Carnes
Gabriel Navarro,Azúcar 1kg,2.78,2,Santa Marta,Andrea C.,2025-03-20,Cerrado,5.56,0.28,Bebidas no alcohólicas
Luisa Fernández,Aceite 1L,8.14,5,Manizales,Camila R.,2025-01-13,Cerrado,40.7,2.04,Congelados
Patricia Morales,Pollo 1kg,8.66,4,Villavicencio,Luis P.,2025-01-26,Cerrado,34.64,1.73,Carnes
Patricia Morales,Jabón 500g,2.09,5,Manizales,Camila R.,2024-11-17,Cerrado,10.45,0.52,Limpieza
Diego Ramírez,Aceite 1L,7.81,14,Sincelejo,María V.,2024-11-22,Cerrado,109.34,5.47,Limpieza
Marta Aguilar,Cereal 300g,4.14,1,Bogotá,Luis P.,2025-08-21,Cerrado,4.14,0.21,Alimentos
María Rodríguez,Queso 250g,3.83,2,Ibagué,María V.,2025-09-19,Cerrado,7.66,0.38,Congelados
Ricardo Castro,Jabón 500g,2.65,5,Neiva,Santiago Q.,2025-05-10,Cerrado,13.25,0.66,Bebidas no alcohólicas
Felipe Rojas,Galletas 200g,1.72,1,Sincelejo,Santiago Q.,2025-07-19,Cerrado,1.72,0.09,Bebidas no alcohólicas
Carlos Pérez,Mantequilla 200g,3.84,2,Ibagué,Andrea C.,2025-08-29,Cerrado,7.68,0.38,Limpieza
Marta Aguilar,Mantequilla 200g,4.25,9,Cartagena,María V.,2025-04-30,Cerrado,38.25,1.91,Abarrotes
Carlos Pérez,Aceite 1L,7.99,13,Bucaramanga,Daniela F.,2025-03-04,Cerrado,103.87,5.19,Abarrotes
Ana García,Tomate enlatado 400g,1.4,5,Bogotá,Juan L.,2025-02-13,Cerrado,7.0,0.35,Snacks
Gabriel Navarro,Mantequilla 200g,3.86,5,Bogotá,Camila R.,2025-03-26,Cerrado,19.3,0.97,Lácteos
María Rodríguez,Pollo 1kg,6.4,5,Ibagué,Carlos T.,2025-04-23,Pendiente,32.0,1.6,Alimentos
Luisa Fernández,Harina 1kg,3.31,13,Neiva,Carlos T.,2025-09-25,Pendiente,43.03,2.15,Alimentos
Sofía López,Detergente 1kg,5.66,2,Villavicencio,Diego S.,2024-10-22,Cerrado,11.32,0.57,Lácteos
Héctor Suarez,Mantequilla 200g,4.13,13,Bucaramanga,Daniela F.,2025-03-08,Cerrado,53.69,2.68,Abarrotes
Andrés Díaz,Salsa de tomate 400g,1.47,2,Bogotá,Andrea C.,2025-03-25,Cerrado,2.94,0.15,Snacks
Ana García,Atún 170g,2.18,9,Cali,Andrea C.,2025-09-21,Cerrado,19.62,0.98,Alimentos
Carlos Pérez,Leche 1L,2.94,15,Montería,Carlos T.,2025-04-18,Cerrado,44.1,2.2,Snacks
Óscar Herrera,Aceite 1L,8.39,1,Cartagena,Natalia M.,2025-08-06,Pendiente,8.39,0.42,Panadería
Sofía López,Detergente 1kg,6.79,8,Sincelejo,Luis P.,2024-10-02,Cerrado,54.32,2.72,Abarrotes
Isabella Ortiz,Yogur 120g,0.82,28,Pereira,María V.,2025-01-20,Cerrado,22.96,1.15,Congelados
Ricardo Castro,Jabón 500g,2.38,4,Santa Marta,Carlos T.,2025-05-12,Cerrado,9.52,0.48,Lácteos
Diego Ramírez,Pollo 1kg,7.26,10,Ibagué,María V.,2025-01-29,Cerrado,72.6,3.63,Carnes
Andrés Díaz,Pan 500g,1.14,5,Manizales,Camila R.,2024-11-15,Cerrado,5.7,0.29,Carnes
Cecilia Torres,Harina 1kg,3.09,12,Medellín,Luis P.,2025-02-13,Cancelado,37.08,1.85,Bebidas no alcohólicas
Marta Aguilar,Pollo 1kg,6.71,19,Cartagena,Camila R.,2025-06-23,Cerrado,127.49,6.37,Bebidas
Marta Aguilar,Pollo 1kg,6.2,11,Cali,Juan L.,2024-10-10,Cerrado,68.2,3.41,Alimentos
Laura Mendoza,Azúcar 1kg,3.64,7,Neiva,Natalia M.,2024-10-12,Cancelado,25.48,1.27,Snacks
Luisa Fernández,Café 250g,6.58,4,Montería,Santiago Q.,2025-06-04,Cerrado,26.32,1.32,Snacks
Diego Ramírez,Galletas 200g,2.35,3,Pereira,Andrea C.,2025-01-09,Cerrado,7.05,0.35,Abarrotes
Héctor Suarez,Queso 250g,4.64,6,Sincelejo,Carlos T.,2025-02-01,Cerrado,27.84,1.39,Lácteos
Sofía López,Café 250g,5.86,34,Bogotá,Juan L.,2025-05-01,Cerrado,199.24,9.96,Carnes
Óscar Herrera,Aceite 1L,6.63,3,Pereira,María V.,2025-05-29,Cerrado,19.89,0.99,Snacks
Jorge Martínez,Huevos 12u,2.79,2,Cúcuta,Camila R.,2025-04-06,Cerrado,5.58,0.28,Snacks
Isabella Ortiz,Pan 500g,1.05,13,Sincelejo,Diego S.,2025-06-20,Cerrado,13.65,0.68,Lácteos
Sofía López,Harina 1kg,4.01,10,Barranquilla,Luis P.,2025-09-01,Cerrado,40.1,2.01,Bebidas
Andrés Díaz,Salsa de tomate 400g,1.88,4,Montería,María V.,2024-12-25,Cerrado,7.52,0.38,Bebidas no alcohólicas
Laura Mendoza,Leche 1L,2.92,4,Villavicencio,Juan L.,2025-06-14,Cerrado,11.68,0.58,Limpieza
Héctor Suarez,Galletas 200g,2.18,15,Cúcuta,Daniela F.,2025-03-28,Cerrado,32.7,1.64,Panadería
Diego Ramírez,Huevos 12u,2.21,3,Cartagena,Camila R.,2025-07-28,Cerrado,6.63,0.33,Limpieza
Valentina Silva,Pan 500g,1.2,6,Montería,Luis P.,2024-11-11,Cerrado,7.2,0.36,Panadería
Héctor Suarez,Pollo 1kg,6.21,4,Montería,María V.,2025-03-18,Cerrado,24.84,1.24,Panadería
Patricia Morales,Harina 1kg,3.6,3,Bogotá,Carlos T.,2025-04-07,Cerrado,10.8,0.54,Snacks
María Rodríguez,Cereal 300g,4.17,14,Cali,Andrea C.,2025-03-26,Cerrado,58.38,2.92,Lácteos
Ana García,Pasta 500g,2.05,15,Sincelejo,Camila R.,2025-08-01,Pendiente,30.75,1.54,Carnes
Cecilia Torres,Azúcar 1kg,3.84,5,Cúcuta,Diego S.,2025-05-18,Cerrado,19.2,0.96,Alimentos
Andrés Díaz,Huevos 12u,2.74,3,Santa Marta,Natalia M.,2025-01-04,Cerrado,8.22,0.41,Panadería
Gabriel Navarro,Pollo 1kg,8.0,5,Montería,Andrea C.,2024-11-14,Cerrado,40.0,2.0,Bebidas no alcohólicas
Marta Aguilar,Café 250g,6.04,9,Cúcuta,Camila R.,2025-06-25,Pendiente,54.36,2.72,Lácteos
Héctor Suarez,Mantequilla 200g,3.43,2,Ibagué,Camila R.,2025-09-09,Pendiente,6.86,0.34,Limpieza
Juan Gómez,Detergente 1kg,6.46,5,Neiva,Daniela F.,2025-04-17,Cerrado,32.3,1.62,Snacks
María Rodríguez,Mantequilla 200g,3.49,12,Ibagué,Daniela F.,2025-05-15,Cerrado,41.88,2.09,Bebidas
Sofía López,Aceite 1L,8.76,4,Santa Marta,Carlos T.,2025-05-05,Cerrado,35.04,1.75,Snacks
Felipe Rojas,Azúcar 1kg,2.81,29,Neiva,Andrea C.,2025-01-24,Cerrado,81.49,4.07,Bebidas
Gabriel Navarro,Azúcar 1kg,2.85,5,Neiva,Juan L.,2025-01-06,Pendiente,14.25,0.71,Congelados
María Rodríguez,Tomate enlatado 400g,1.76,1,Bogotá,Camila R.,2025-08-11,Cerrado,1.76,0.09,Panadería
Carlos Pérez,Cereal 300g,3.4,8,Cali,Daniela F.,2025-03-24,Cerrado,27.2,1.36,Bebidas
Ana García,Tomate enlatado 400g,1.72,2,Cali,Daniela F.,2024-12-02,Cerrado,3.44,0.17,Panadería
Héctor Suarez,Mantequilla 200g,3.53,5,Barranquilla,Camila R.,2024-12-05,Cerrado,17.65,0.88,Panadería
Diego Ramírez,Detergente 1kg,6.76,2,Bucaramanga,Carlos T.,2025-03-27,Cerrado,13.52,0.68,Bebidas
Luisa Fernández,Queso 250g,5.33,4,Medellín,María V.,2024-10-17,Pendiente,21.32,1.07,Bebidas
Jorge Martínez,Jabón 500g,2.38,1,Santa Marta,Santiago Q.,2025-02-11,Pendiente,2.38,0.12,Alimentos
María Rodríguez,Aceite 1L,7.5,1,Medellín,Diego S.,2025-04-24,Cerrado,7.5,0.38,Lácteos
Marta Aguilar,Atún 170g,1.85,5,Sincelejo,Diego S.,2025-07-23,Cerrado,9.25,0.46,Carnes
Luisa Fernández,Yogur 120g,0.84,5,Montería,Carlos T.,2025-07-19,Cerrado,4.2,0.21,Alimentos
Andrés Díaz,Café 250g,6.59,5,Santa Marta,Diego S.,2025-04-25,Cerrado,32.95,1.65,Limpieza
Valentina Silva,Harina 1kg,3.06,28,Ibagué,Juan L.,2025-07-03,Cerrado,85.68,4.28,Alimentos
Sofía López,Pan 500g,1.4,4,Pereira,Natalia M.,2025-08-29,Cerrado,5.6,0.28,Panadería
Héctor Suarez,Detergente 1kg,5.25,1,Ibagué,María V.,2025-05-18,Cerrado,5.25,0.26,Lácteos
Sofía López,Salsa de tomate 400g,1.75,1,Medellín,Carlos T.,2024-12-26,Cancelado,1.75,0.09,Congelados
Luisa Fernández,Jabón 500g,2.7,1,Cúcuta,Camila R.,2025-09-07,Cerrado,2.7,0.14,Bebidas
Carlos Pérez,Mantequilla 200g,4.0,5,Neiva,Santiago Q.,2025-05-29,Cerrado,20.0,1.0,Panadería
Luisa Fernández,Queso 250g,5.09,4,Villavicencio,Natalia M.,2025-08-07,Cerrado,20.36,1.02,Carnes
Cecilia Torres,Huevos 12u,2.44,4,Sincelejo,Luis P.,2025-06-07,Cerrado,9.76,0.49,Abarrotes
Cecilia Torres,Pasta 500g,1.82,1,Montería,Diego S.,2025-06-29,Cancelado,1.82,0.09,Panadería
Andrés Díaz,Huevos 12u,2.98,2,Manizales,Carlos T.,2025-01-01,Cerrado,5.96,0.3,Carnes
Jorge Martínez,Leche 1L,2.49,1,Neiva,Camila R.,2025-01-25,Cancelado,2.49,0.12,Bebidas
Valentina Silva,Jabón 500g,2.11,2,Ibagué,Santiago Q.,2025-02-19,Cerrado,4.22,0.21,Panadería
Marta Aguilar,Tomate enlatado 400g,1.41,1,Sincelejo,Natalia M.,2025-02-14,Pendiente,1.41,0.07,Bebidas no alcohólicas
Juan Gómez,Aceite 1L,6.57,7,Ibagué,Camila R.,2025-05-31,Cerrado,45.99,2.3,Bebidas
Jorge Martínez,Jabón 500g,2.45,4,Montería,Santiago Q.,2025-03-16,Pendiente,9.8,0.49,Snacks
Luisa Fernández,Leche 1L,2.75,1,Cúcuta,Santiago Q.,2025-05-11,Cerrado,2.75,0.14,Carnes
Jorge Martínez,Tomate enlatado 400g,1.49,6,Cúcuta,Andrea C.,2024-12-06,Cerrado,8.94,0.45,Snacks
Óscar Herrera,Azúcar 1kg,2.85,1,Montería,Luis P.,2025-08-03,Cerrado,2.85,0.14,Alimentos
Ana García,Mantequilla 200g,2.95,3,Pereira,Daniela F.,2025-08-02,Cerrado,8.85,0.44,Alimentos
Andrés Díaz,Arroz 1kg,3.37,36,Neiva,Diego S.,2025-08-23,Pendiente,121.32,6.07,Alimentos
Carlos Pérez,Pan 500g,1.27,4,Cúcuta,Natalia M.,2025-01-06,Cerrado,5.08,0.25,Alimentos
Juan Gómez,Azúcar 1kg,2.66,7,Neiva,Daniela F.,2025-08-14,Cerrado,18.62,0.93,Alimentos
Juan Gómez,Galletas 200g,1.76,2,Barranquilla,Camila R.,2024-09-26,Cerrado,3.52,0.18,Bebidas
Sofía López,Aceite 1L,9.44,5,Montería,María V.,2025-04-13,Pendiente,47.2,2.36,Lácteos
Marta Aguilar,Queso 250g,4.77,1,Barranquilla,Carlos T.,2025-03-26,Cerrado,4.77,0.24,Lácteos
Luisa Fernández,Huevos 12u,2.38,8,Cali,Natalia M.,2025-06-02,Cerrado,19.04,0.95,Alimentos
Isabella Ortiz,Galletas 200g,2.02,2,Montería,Luis P.,2025-09-24,Pendiente,4.04,0.2,Limpieza
Cecilia Torres,Café 250g,5.88,2,Manizales,Andrea C.,2025-05-01,Cerrado,11.76,0.59,Bebidas
Patricia Morales,Cereal 300g,4.55,11,Cúcuta,Carlos T.,2025-07-26,Cerrado,50.05,2.5,Carnes
Jorge Martínez,Pasta 500g,1.63,4,Villavicencio,Camila R.,2024-12-15,Pendiente,6.52,0.33,Snacks
Patricia Morales,Mantequilla 200g,3.31,3,Bucaramanga,Luis P.,2024-11-02,Cerrado,9.93,0.5,Bebidas no alcohólicas
Juan Gómez,Cereal 300g,4.43,5,Montería,Camila R.,2025-06-01,Cerrado,22.15,1.11,Alimentos
Ricardo Castro,Mantequilla 200g,3.62,5,Cali,Santiago Q.,2025-08-30,Cerrado,18.1,0.91,Carnes
Carlos Pérez,Pan 500g,1.11,11,Pereira,Daniela F.,2024-12-13,Cerrado,12.21,0.61,Alimentos
Patricia Morales,Huevos 12u,2.17,4,Medellín,Andrea C.,2025-08-12,Cerrado,8.68,0.43,Bebidas
Felipe Rojas,Pan 500g,1.22,3,Ibagué,Andrea C.,2025-03-21,Cerrado,3.66,0.18,Bebidas
Ana García,Detergente 1kg,4.98,10,Manizales,Diego S.,2025-04-13,Cerrado,49.8,2.49,Lácteos
Cecilia Torres,Yogur 120g,0.84,4,Medellín,Diego S.,2025-05-13,Cerrado,3.36,0.17,Bebidas no alcohólicas
Felipe Rojas,Pan 500g,0.97,2,Montería,Carlos T.,2025-03-22,Cerrado,1.94,0.1,Limpieza
Felipe Rojas,Café 250g,5.24,12,Villavicencio,Camila R.,2024-10-05,Cerrado,62.88,3.14,Bebidas
Sofía López,Jabón 500g,2.11,1,Cúcuta,Santiago Q.,2025-01-06,Cerrado,2.11,0.11,Abarrotes
Gabriel Navarro,Azúcar 1kg,3.6,14,Medellín,Daniela F.,2025-08-20,Cerrado,50.4,2.52,Snacks
Andrés Díaz,Jabón 500g,2.17,14,Manizales,Andrea C.,2025-02-04,Cerrado,30.38,1.52,Bebidas
Juan Gómez,Pasta 500g,1.78,2,Pereira,Diego S.,2025-01-15,Cerrado,3.56,0.18,Bebidas no alcohólicas
Patricia Morales,Arroz 1kg,3.48,4,Manizales,Carlos T.,2025-09-23,Cerrado,13.92,0.7,Limpieza
Sofía López,Aceite 1L,8.63,2,Cúcuta,Juan L.,2025-04-19,Cerrado,17.26,0.86,Panadería
Carlos Pérez,Harina 1kg,3.71,2,Santa Marta,Daniela F.,2024-11-29,Cerrado,7.42,0.37,Panadería
Isabella Ortiz,Pollo 1kg,6.47,5,Santa Marta,Diego S.,2025-08-15,Cerrado,32.35,1.62,Limpieza
Juan Gómez,Salsa de tomate 400g,1.77,3,Medellín,Juan L.,2025-06-18,Cerrado,5.31,0.27,Carnes
Valentina Silva,Azúcar 1kg,3.5,5,Cúcuta,María V.,2025-08-31,Pendiente,17.5,0.88,Carnes
Juan Gómez,Yogur 120g,0.66,3,Neiva,Diego S.,2025-03-11,Cerrado,1.98,0.1,Lácteos
Isabella Ortiz,Queso 250g,4.28,11,Santa Marta,Daniela F.,2025-06-02,Cancelado,47.08,2.35,Panadería
Marta Aguilar,Leche 1L,2.4,5,Santa Marta,Santiago Q.,2024-10-01,Cerrado,12.0,0.6,Congelados
Andrés Díaz,Pasta 500g,1.5,1,Santa Marta,Camila R.,2025-05-13,Cerrado,1.5,0.08,Carnes
Juan Gómez,Harina 1kg,4.19,7,Bogotá,Camila R.,2025-07-05,Cerrado,29.33,1.47,Abarrotes
Valentina Silva,Pan 500g,1.3,1,Villavicencio,Andrea C.,2025-03-23,Pendiente,1.3,0.06,Congelados
Carlos Pérez,Salsa de tomate 400g,2.09,3,Cali,Santiago Q.,2024-12-27,Cerrado,6.27,0.31,Bebidas
Héctor Suarez,Jabón 500g,2.13,13,Cúcuta,Andrea C.,2025-09-11,Cerrado,27.69,1.38,Snacks
Juan Gómez,Salsa de tomate 400g,2.02,12,Sincelejo,Natalia M.,2025-02-13,Cerrado,24.24,1.21,Carnes
Ricardo Castro,Harina 1kg,3.45,2,Cúcuta,Daniela F.,2025-01-22,Cerrado,6.9,0.34,Congelados
Carlos Pérez,Pollo 1kg,7.23,14,Villavicencio,Daniela F.,2025-01-06,Cerrado,101.22,5.06,Snacks
Valentina Silva,Jabón 500g,2.78,3,Pereira,Carlos T.,2025-06-24,Cerrado,8.34,0.42,Bebidas no alcohólicas
Ricardo Castro,Pasta 500g,1.51,3,Medellín,Natalia M.,2025-08-28,Cerrado,4.53,0.23,Bebidas
Valentina Silva,Queso 250g,4.43,3,Montería,María V.,2024-10-01,Cerrado,13.29,0.66,Abarrotes
Héctor Suarez,Arroz 1kg,4.45,6,Cali,Camila R.,2025-04-04,Cerrado,26.7,1.34,Snacks
Juan Gómez,Mantequilla 200g,3.04,3,Cartagena,Luis P.,2025-01-13,Cerrado,9.12,0.46,Lácteos
Diego Ramírez,Aceite 1L,9.08,4,Santa Marta,María V.,2025-07-27,Pendiente,36.32,1.82,Lácteos
Cecilia Torres,Tomate enlatado 400g,1.22,3,Cartagena,Daniela F.,2025-03-31,Cerrado,3.66,0.18,Congelados
Andrés Díaz,Tomate enlatado 400g,1.62,14,Bogotá,Santiago Q.,2025-04-27,Cerrado,22.68,1.13,Abarrotes
Gabriel Navarro,Harina 1kg,4.19,3,Cali,Santiago Q.,2024-11-22,Cerrado,12.57,0.63,Bebidas no alcohólicas
Diego Ramírez,Salsa de tomate 400g,1.65,3,Barranquilla,Luis P.,2024-10-27,Cerrado,4.95,0.25,Panadería
Juan Gómez,Pasta 500g,1.62,5,Santa Marta,Luis P.,2024-12-31,Cerrado,8.1,0.4,Carnes
Gabriel Navarro,Café 250g,6.59,3,Cali,Santiago Q.,2024-10-13,Cerrado,19.77,0.99,Panadería
Luisa Fernández,Galletas 200g,2.05,2,Medellín,Santiago Q.,2024-12-01,Pendiente,4.1,0.2,Alimentos
Carlos Pérez,Cereal 300g,3.83,4,Barranquilla,Carlos T.,2025-03-09,Cerrado,15.32,0.77,Bebidas no alcohólicas
Juan Gómez,Atún 170g,2.02,4,Sincelejo,Daniela F.,2025-07-29,Cerrado,8.08,0.4,Bebidas
Luisa Fernández,Azúcar 1kg,3.83,5,Barranquilla,Juan L.,2024-11-02,Cerrado,19.15,0.96,Carnes
Héctor Suarez,Yogur 120g,0.76,3,Santa Marta,María V.,2025-03-28,Cerrado,2.28,0.11,Snacks
Valentina Silva,Arroz 1kg,4.66,1,Neiva,Andrea C.,2025-03-18,Pendiente,4.66,0.23,Panadería
Juan Gómez,Azúcar 1kg,3.73,4,Barranquilla,Juan L.,2025-08-28,Cerrado,14.92,0.75,Bebidas
Cecilia Torres,Azúcar 1kg,2.94,1,Bucaramanga,Daniela F.,2025-08-21,Cerrado,2.94,0.15,Bebidas no alcohólicas
Gabriel Navarro,Café 250g,5.79,2,Bogotá,María V.,2025-03-03,Cerrado,11.58,0.58,Limpieza
Isabella Ortiz,Pasta 500g,1.94,2,Cartagena,Juan L.,2024-12-16,Cerrado,3.88,0.19,Bebidas no alcohólicas
Felipe Rojas,Arroz 1kg,4.28,15,Neiva,Andrea C.,2025-09-21,Cerrado,64.2,3.21,Alimentos
María Rodríguez,Mantequilla 200g,3.86,14,Barranquilla,Diego S.,2024-10-25,Cerrado,54.04,2.7,Snacks
Carlos Pérez,Pollo 1kg,6.88,1,Villavicencio,Natalia M.,2024-11-07,Cerrado,6.88,0.34,Lácteos
Isabella Ortiz,Arroz 1kg,4.3,8,Barranquilla,María V.,2024-12-20,Cerrado,34.4,1.72,Lácteos
Patricia Morales,Azúcar 1kg,3.59,5,Cartagena,Daniela F.,2024-11-05,Pendiente,17.95,0.9,Snacks
Diego Ramírez,Azúcar 1kg,3.01,4,Montería,Camila R.,2025-05-06,Cerrado,12.04,0.6,Limpieza
Patricia Morales,Aceite 1L,8.43,5,Cali,Natalia M.,2025-07-31,Cerrado,42.15,2.11,Congelados
Patricia Morales,Yogur 120g,0.65,5,Sincelejo,Daniela F.,2025-03-30,Pendiente,3.25,0.16,Abarrotes
Juan Gómez,Leche 1L,3.05,10,Pereira,Natalia M.,2025-09-13,Cerrado,30.5,1.52,Congelados
Gabriel Navarro,Detergente 1kg,6.62,4,Cali,Diego S.,2025-04-28,Pendiente,26.48,1.32,Bebidas
Jorge Martínez,Leche 1L,2.61,10,Santa Marta,Camila R.,2025-05-08,Cerrado,26.1,1.31,Bebidas no alcohólicas
Juan Gómez,Tomate enlatado 400g,1.63,2,Santa Marta,Luis P.,2025-01-05,Cerrado,3.26,0.16,Panadería
María Rodríguez,Mantequilla 200g,3.34,1,Medellín,Andrea C.,2025-03-26,Cancelado,3.34,0.17,Snacks
Cecilia Torres,Detergente 1kg,6.19,2,Medellín,Diego S.,2024-10-16,Cerrado,12.38,0.62,Bebidas no alcohólicas
Juan Gómez,Pollo 1kg,7.83,13,Barranquilla,Luis P.,2025-05-31,Cerrado,101.79,5.09,Congelados
